,name,address,plz,ort,rooms,sqm,price,currency,description,gemeinde,latlong,kreis,lat,long,pricesqm
76,Lagerräume in verschiedenen Grössen in der Binz,Räffelstrasse 24,8045.0,Zürich,0.0,30.0,140.0,CHF,"Im Neubauprojekt Tic Tric Trac an der Räffelstrasse in Zürich Binz stehen im 2. UG noch Lagerräume in verschiedenen Grössen (27m2-300m2) zur Verfügung. Die Räume sind trocken und nicht beheizt und können über eine Zufahrt (maximale Höhe 2.9m) mit Umschlagsplatz erreicht werden. Die Gänge und Türen zu den Lagern sind auf Europaletts genormt. Bei Interesse freuen wir uns auf Ihre Kontaktaufnahme unter 044 291 91 22, caroline.petritsch@fischer97.ch","Zürich, Kreis 3","(47.3633484, 8.5132757)",3,47.3633484, 8.5132757,4.666666666666667
77,"Helles möbiliertes Zimmer (24) an ruhiger, zentraler Lage bei UNI / E",Culmannstrasse 31,8006.0,Zürich,1.0,14.0,855.0,CHF,"Unser Appartementhaus bietet schöne, aber einfache Zimmer / Sudios. Das Gebäude liegt an der ruhigen Culmannstrasse was eine Paralllelstrasse der Winterthurerstrasse ist. Somit liegt unser Gebäude nur wenige Gehminuten vom Haupbahnhof und von der Universität / ETH entfernt. Das Zimmer hat eine Fläche von 14 m2 und ist wie folgt ausgerüstet: - Lavabo - Möbel wie Bett, Schrank, Pult, Stuhl, Nachttisch, Beleuchtung - Telefonanschlussdose (Aufschaltung via Swisscom in 3 Tagen) oder via Cablecom - Cablecom TV/Radio Anschluss (aktiv) - Lift - Internetanschluss im Haus (über WLAN) kann hinzugemietet werden Mitbenützung an einer gut ausgerüsteten Küche im Untergeschoss, Waschmaschine und Tumbler, Veloraum. Die Dusche sowie das WC befinden sich auf der Etage zur Mitbenützung. Nebenkosten wie Heizung, Wasser und Strom (auch Zimmer) sind in der Pauschale inbegriffen. Küche, Toiletten und Dusche werden wöchentlich durch den Hauswart gereinigt. Die Mindestmietdauer beträgt 6 Monate. Wird die Mindestmietdauer unterschritten, so kann eine Umtriebsentschädigung von Fr. 300.-- verlangt werden. Das Mietzinsdepot beträgt Fr. 2000.--","Zürich, Kreis 6","(47.38133175, 8.54729437938745)",6,47.38133175, 8.54729437938745,61.07142857142857
78,Schönes WG-Zimmer am Hönggerberg,Regensdorferstrasse 175,8049.0,Zürich,0.0,,873.0,CHF,"Zimmer  Ab dem 1. Juni vermieten wir dieses schöne Zimmer an der Regensdorferstrasse 175 in Zürich Höngg (Kreis 11). Die Wohnung befindet sich an ruhiger Lage und bietet viel Sonnenlicht. Insgesamt wohnen 3 Personen in der Wohnung und teilen die Gemeinschaftsräume Küche, Bad und Korridor, welche zuletzt vor 2 Jahren renoviert wurden.  Lage  Die Wohnung befindet sich gleich neben den beiden Haltestellen “Giblenstrasse” sowie “Heizenholz” und damit einen Anschluss an die Linien 46 und 89. Die Universitätszentren ETH-Hönggerberg, Irchel und Rämibühl sind damit in weniger als 10 bzw. 20 Minuten zu erreichen. Der Zürcher Hauptbahnhof ist innerhalb von 25 Minuten erreichbar. Einkaufsmöglichkeiten sowie diverse andere Geschäfte befinden sich 5 Gehminuten von der Wohnung entfernt.","Zürich, Kreis 10","(47.41116175, 8.48518630427733)",1,47.41116175, 8.48518630427733,
80,Zentral gelegenes Studio gesucht?,Neptunstrasse 57,8032.0,Zürich,1.0,15.0,920.0,CHF,"Per 01.07.2017 oder nach Vereinbarung vermieten wir befristet bis 30. November 2017 ein Studio an der Neptunstrasse 57. Das Studio verfügt über: PVC-Boden  eine Kochnische eine Duschbox mit WC, Lavabo, Spiegelschrank und Duschgelegenheit EinbauschränkeEinkaufsmöglichkeiten sowie öffentliche Verkehrsmittel (Kreuzplatz) sind in wenigen Gehminuten erreichbar.Vom Kreuzplatz verkehren: Buslinien 31 / 33 + 34 Tram 11 + 15 S-Bahn S18Haben wir Ihr Interesse geweckt?Dann zögern Sie nicht und melden sich direkt bei uns. Wir würden uns freuen, Sie persönlich kennenzulernen.","Zürich, Kreis 7","(47.3662005, 8.5572165)",7,47.3662005, 8.5572165,61.333333333333336
81,Gewerberaum in Zürich Seefeld,Zollikerstr. 269,8008.0,Zürich,0.0,130.0,139.0,CHF,"Nach Vereinbarung vermieten wir im 1. Untergeschoss der Zollikerstr. 269 an ruhiger Lage 130m² Mietfläche.Eckdaten:- Fläche in sechs Räume unterteilt- Räume verfügen teilweise über Laminatboden, Deckentäfer sowie  Lautsprecher und dimmbare Beleuchtung- Kleine Küche mit Kühlschrank- Zwei Toiletten- Glasfaser vorhanden- Ideal für stilles Gewerbe wie: Praxis-Gemeinschaften, Office, Architekten usw.-Aussenabstellplatz kann dazu gemietet werden.Lage:- Bhf. Tiefenbrunnen ist in nur 10 Gehminuten erreichbar- Nächste Bushaltestelle: Bahnübergang Bus 912 und 910Haben Sie Interesse? Zögern Sie nicht und kontaktieren Sie uns.","Zürich, Kreis 8","(47.34717275, 8.56762685475271)",8,47.34717275, 8.56762685475271,1.0692307692307692
82,Ihr kleiner Lagerraum im Zentrum von Zürich,Gutenbergstrasse 1/9,8000.0,Zürich,0.0,9.0,139.0,CHF,"- Vermietung eines Lagerraums von ca. 9,5 m2- monatlicher Mietzins CHF 120.00 inkl. Nebenkosten, exkl. Mehrwertsteuer- Lift nicht verfügbar, da Raum im Zwischengeschoss von EG und 1. UG liegt- ausschliesslich als Lagerraum nutzbar","Zürich, Kreis 2","(47.3653068, 8.5305921)",2,47.3653068, 8.5305921,15.444444444444445
83,Super Lager in Altstetten im EG zu vermieten - AB SOFORT,"Buckhauserstrasse, 28",8048.0,Zürich,0.0,450.0,4125.0,CHF,Lager zur Untermiete: - Günstig: CHF 110 m2 pro m2 und Jahr inkl. NK - Hoch: Ca. 4 m Deckenhöhe - LKW Laderampen auf beiden Seiten - 2 Eingänge - Toiletten - zur Untermiete (6 Monate Kündigungsfrist gegenseitig) - Bei Interesse gibt es noch Büro (131m2) für CHF 180 pro m2 und Jahr inkl. NK ebenfalls zur Untermiete (im gleichen Gebäude und ebenfalls EG),"Zürich, Kreis 9","(47.384555, 8.4927971)",9,47.384555, 8.4927971,9.166666666666666
84,Möbliertes Studentenzimmer (13) Nähe Uni/ETH,Culmannstrasse 31,8006.0,Zürich,1.0,13.0,825.0,CHF,"Unser Apartmenthaus bietet schöne Zimmer oder Kleinapartments. Das Gebäude liegt an der ruhigen Culmannstrasse was eine Parallelstrasse derUniversitätsstrasse ist, was nur wenige Gehminuten von der Universität / ETH entfernt ist. Der Hauptbahnhof ist in rund 10 Minuten zu Fuss erreichbar.  Das Zimmer hat eine Fläche von 13 m2 und ist wie folgt ausgerüstet: - Lavabo - Möbel wie Bett, Schrank, Pult, Stuhl, Nachttisch, Beleuchtung - Telefonanschlussdose (Aufschaltung via Swisscom oder Cablecom) - Cablecom Anschluss (aktiv) - Lift - Internetanschluss über WLAN kann hinzugemietet werden.  Mitbenützung an einer von drei Küchen im Untergeschoss, Waschmaschine und Tumbler, Veloraum.  Die Dusche sowie das WC befinden sich auf der Etage.  Die Nebenkosten wie Heizung, Wasser, Hauswart und Strom (auch Zimmer) sind mit der Pauschale abgedeckt. Küche, Toiletten und Dusche werden wöchentlich durch den Hauswart gereinigt.  Die Mindestmietdauer beträgt6 Monate. Für Unterschreitung dieser Mindestmietdauer wird eine Umtriebsentschädigung von Fr. 200.-- verlangt. Die Kündigungsfrist beträgt 2 Monate (ohne Dezember). Die Kaution beträgt Fr. 2000.--.","Zürich, Kreis 6","(47.38133175, 8.54729437938745)",6,47.38133175, 8.54729437938745,63.46153846153846
85,Ruhiges möbliertes Studenten-Zimmer bei UNI / ETH,Culmannstrasse 31,8006.0,Zürich,1.0,11.0,795.0,CHF,"Unser Apartmenthaus bietet schöne Zimmer oder Kleinapartments. Das Gebäude liegt an der ruhigen Culmannstrasse was eine Parallelstrasse der Universitätsstrasse ist, was nur wenige Gehminuten von der Universität / ETH entfernt ist. Der Hauptbahnhof ist in rund 10 Minuten zu Fuss erreichbar.  Das Zimmer hat eine Fläche von 11 m2 und ist wie folgt ausgerüstet: - Lavabo - Möbel wie Bett, Schrank, Pult, Stuhl, Nachttisch, Beleuchtung - Telefonanschlussdose (Aufschaltung via Swisscom oder Cablecom) - Cablecom Anschluss - Lift - Internetanschluss über WLAN kann hinzugemietet werden.  Mitbenützung an einer von drei Küchen im Untergeschoss, Waschmaschine und Tumbler, Veloraum.  Die Dusche sowie das WC befinden sich auf der Etage.  Die Nebenkosten wie Heizung, Wasser, Hauswart und Strom (auch Zimmer) sind mit der Pauschale abgedeckt. Küche, Toiletten und Dusche werden wöchentlich durch den Hauswart gereinigt.  Die Mindestmietdauer beträgt 6 Monate. Die Kündigungsfrist beträgt 2 Monate (ohne Dezember). Wird innerhalb der Mindestmietdauer gekündigt, so wird eine Umtriebsentschädigung von Fr. 200.-- verrechnet.","Zürich, Kreis 6","(47.38133175, 8.54729437938745)",6,47.38133175, 8.54729437938745,72.27272727272727
86,Lagerräume von 20 / 35 / 40 / 77m²,Weststrasse 74,8003.0,Zürich,0.0,,130.0,CHF,"Per sofort oder nach Vereinbarung vermieten wir Lagerräume im Untergeschoss unserer Liegenschaft ""Weststrasse 74, Zürich"". Die Lagerräume verfügen über Stromanschlüsse, nicht aber über Wasseranschlüsse. Das Gebäude verfügt zudem über einen Personenaufzug, welche mitbenützt werden dürfen.Haben wir Ihr Interesse geweckt? Über eine Kontaktaufnahme zur Vereinbarung eines unverbindlichen Besichtigungstermins würden wir uns freuen.","Zürich, Kreis 3","(47.37121765, 8.52176782423525)",3,47.37121765, 8.52176782423525,
88,"Motorradeinstellplatz Abendweg 1-5, 8038 Zürich",Abendweg 1-5,8038.0,Zürich,0.0,3006.0,80.0,CHF,Per sofort oder nach Vereinbarung können Motorradeinstellplätze am Abendweg 1-5 in 8038 Zürich für Netto CHF 80.00 / Monat (exklusiv MWST) gemietet werden.Bei Interesse melden Sie sich bitte an:H&B Real Estate AGAsdren Gjergjaj044 253 62 15asdren.gjergjaj@hbre.ch,"Zürich, Kreis 2","(47.3496268, 8.5289889)",2,47.3496268, 8.5289889,0.02661343978709248
89,modern möbliertes Zimmer an Herr,Südstr.,8008.0,Zürich,1.0,18.0,750.0,CHF,"modern möbliertes Zimmer (18qm) per 1.9. an Herr zu vermieten, alles vorhanden was man braucht, keine Küche aber man kann Frühstück machen, eigene Dusche, Wc zum teilen, keine Haustiere........          Wir haben noch viele andere möblierte Objekte in Zürich und Umgebung auf Anfrage /kurz oder langfristig. .  We have a lot of furnished objekts / long or short term     Noch Fragen? Wir freuen uns auf Ihren Anruf oder Email.  Tel. 044 218 14 24           Gerne machen wir Sie darauf aufmerksam, dass wir eine Makler-Agentur sind, unsere Kommission ist 75% einer Monatsmiete.","Zürich, Kreis 8","(47.3545449, 8.5631084)",8,47.3545449, 8.5631084,41.666666666666664
91,Lagerraum nähe Schmiede Wiedikon,Zweierstrasse 129,8003.0,Zürich,0.0,38.0,125.0,CHF,"Wir vermieten per sofort oder nach Vereinbarung einen Lagerraum.Achtung: der Personenlift geht nur bis zum 1. UG, dann muss man über das Treppenhaus ins 3. UGDer Raum ist nicht als Musikraum oder Fitnessraum nutzbar. Wir freuen uns auf Ihre Kontaktaufnahme.","Zürich, Kreis 3","(47.37096125, 8.52020855096841)",3,47.37096125, 8.52020855096841,3.289473684210526
93,modern möbliertes Zimmer (52801),Zeughausstrasse,8004.0,Zürich,1.0,18.0,700.0,CHF,"mitten in der Stadt, nur an Herrn, Nichtraucher, modern möblierte Zimmer,  Fr.700.-alles vorhanden, keine Küche, Dusche zum Teilen, eig.WC, Parkett, 4.Stock,heimeliges Dachstudio......     Noch Fragen? Bitte rufen Sie uns an: 044 218 14 24","Zürich, Kreis 4","(47.376182, 8.5297584)",4,47.376182, 8.5297584,38.888888888888886
94,Möbliertes Einzelzimmer an zentraler Lage,Schaffhauserstr. 449,8052.0,Zürich,0.0,14.0,660.0,CHF,"Per 1. Oktober 2017 vermieten wir ein möbliertes Zimmer.Die Liegenschaft befindet sich an zentraler Lage in der Nähe des Seebacherplatzes. Einkaufsmöglichkeiten sowie die öffentlichen Verkehrsmittel sind gut zu Fuss erreichbar. Das möblierte Zimmer ist wie folgt ausgestattet:Kühlschrank Bett Bücherregal Kommode und Schrank Wandspiegel Sessel Tisch mit zwei Stühlen Parkettboden Küche, Bad/WC und Waschmaschine/Tumbler stehen zur Mitbenützung zur Verfügung.Haben wir Ihr Interesse geweckt? Dann rufen Sie uns an um einen unverbindlichen Besichtigungstermin zu vereinbaren.Tel.: 044/456 57 45 ......................................................................................................................................................... SCHAEPPI GRUNDSTÜCKE Ihr Partner für erfolgreiche Immobiliendienstleistungen seit über 80 Jahren - Immobilienhandel (Verkauf/Erstvermietung)  - Immobilienbewirtschaftung  - Umbau und Sanierung  - Schätzung und Expertisen  ..........................................................................................................................................................","Zürich, Kreis 11","(47.41780305, 8.54596387546745)",1,47.41780305, 8.54596387546745,47.142857142857146
95,"Studenten WG Zimmer ab CHF 685.00, in einer 5 Zimmer Wohnung Nähe Uni",Universitätsstrasse 65,8006.0,Zürich,5.0,126.0,685.0,CHF,"Ab sofort vermieten wir, befristet per Ende Januar 2018, eine 5 Zimmerwohnung in der Nähe der Universität Zürich. Die Altbauwohnung hat einen einfachen Ausbaustandard und eignet sich als Büro oder als Studenten WG. Die Zimmer sind unmöbliert (bei Bedarf ist Möblierung möglich).  Das Haus befindet sich nur 5 Gehminuten vom Universitätsgelände entfernt. Auch ist die Tram Haltestelle in unmittelbarer Nähe.   Zimmeraufteilung und Mietzins: • Zimmer 1 17 m²              CHF     775.00 • Zimmer 2 15 m²              CHF     685.00 • Zimmer 3 21 m²              CHF     955.00 • Zimmer 4+5 26 m²          CHF 1'185.00    (gefangen)  Zur Mitbenutzung: • Küche • Korridor • Badezimmer und Dusche • Toilette   Ausbau:  • schöne Altbauzimmer • Stukaturdecken • Gemeinschaftsküche • lichtdurchflutet • Waschmaschine / Tumbler • Geschirrspülmaschine • Kochherd und Backofen • Kühlschrank • einfache Duschkabine  Wegen Totalsanierung ist der Mietvertrag auf 31. Januar 2018 befristet.  Aber es lohnt sich trotzdem! Melden Sie sich jetzt für einen unverbindlichen Besichtigungstermin.  Wir freuen uns auf Sie!","Zürich, Kreis 6",,6,,,5.436507936507937
96,Lagerräume zu vermieten,Restelbergstrasse 18,8044.0,Zürich,0.0,12.0,120.0,CHF,In Zürich-Fluntern vermieten wir per 1. Juli 2017 oder nach Vereinbarung im Untergeschoss einer neu erstellten Liegenschaft sechs Lagerflächen. Einheiten:4 x 6.7m2 für je 60.- CHF2 x 11.7m2 für je 120.-CHFDie Liegenschaft ist mit den öffentlichen wie auch mit den privaten Verkehrsmitteln bestens erreichbar.Möchten Sie mehr über diese Lagerräume erfahren? Rufen Sie uns an oder schreiben Sie uns eine Email. ...............................................................................................................................................SCHAEPPI GRUNDSTÜCKEIhr Partner für erfolgreiche Immobiliendienstleistungen seit 80 Jahren- Immobilienhandel (Verkauf/Erstvermietung)- Immobilienbewirtschaftung- Umbau und Sanierung- Schätzung und ExpertisenTelefon 044 456 57 58 - www.schaeppi.ch - erstvermietung@schaeppi.ch...............................................................................................................................................,"Zürich, Kreis 6","(47.3827851, 8.5560114)",6,47.3827851, 8.5560114,10.0
97,Parkplatz in Zürich-Oerlikon,Viktoriastr. 60,8050.0,Zürich,0.0,,80.0,CHF,Wir vermieten nach Vereinbarung den Aussenabstellplatz Nr.1 im Innenhof für CHF 80.00/Monat zuzüglich 8 % MWST.Eine Besichtigung vor Ort lohnt sich.Bei Fragen stehen wir Ihnen gerne zur Verfügung.,"Zürich, Kreis 11","(47.4059758, 8.551362075)",1,47.4059758, 8.551362075,
100,Aussenabstellplatz zu vermieten! Zürich-Albisrieden!,Langgrütstrasse 98,8047.0,Zürich,0.0,,80.0,CHF,"Wir vermieten einen Autoabstellplatz im Freien. Zu mieten ab 01.10.2017 bis 30.09.2018. Für eine Besichtigung melden Sie sich bitte bei Frau T. Aeppli, Tel. 044 360 36 73 oder tanja.aeppli@wohnung.ch.","Zürich, Kreis 9","(47.37346705, 8.49591528589621)",9,47.37346705, 8.49591528589621,
102,Lagerfläche in Wiedikon,Grubenstrasse 39,8045.0,Zürich,0.0,277.0,108.0,CHF,Total 277qm Lagerfläche ab 1. Mai mit Laderampe und Warenlift zu vermieten. Exkl. NK,"Zürich, Kreis 3","(47.36123195, 8.51321621262072)",3,47.36123195, 8.51321621262072,0.3898916967509025
105,Ihr helles Privatbüro im trendigen Zürich West wartet auf Sie!,Badenerstrasse 549,8048.0,Zürich,0.0,,101.0,CHF,"Ab sofort bezugsbereit top eingerichtetes Büro im trendigen Zürich West für monatlich *CHF 420 pro Arbeitsplatz! Am Tag arbeiten und am Abend geniessen - alles beieinander! Warten Sie nicht länger und vereinbaren einen Termin +41 (0)43 508 04 27.Ihre Vorteile:- sofort bezugsbereite top moderne Arbeitsplätze, gereinigt und gewartet- keine Investitionen- nach Bedarf rasch stufenweise auf- und ausbaubar- keine langfristige Vertragsdauer - einfach nur für das zahlen was man braucht- strategische Geschäftskunden und -Partner in unmittelbarer NäheDas Regus Center Zürich City West liegt im aufstrebenden neuen Geschäftsviertel von Zürich und ist in der 2. Etage des Gebäudes ""Zur Roten Buche"" untergebracht. In Zürich West haben sich einige namhafte Unternehmen der Banken-sowie der Versicherungsbranche niedergelassen.http://www.de.regus.ch/locations/business-centre/zurich-city-westRegus Büroflächen von 5m2 bis über 100m2.Keine Investitionen, einfach einziehen und sofort starten! Rufen Sie jetzt an +41 (0)43 508 04 27 !* Preis ""ab"" pro Person und Monat für einen Arbeitsplatz in einem komplett eingerichteten und ausgestatteten privaten Büro für 1 bis 2 Personen. Angebot gültig je nach Verfügbarkeit und im Rahmen eines 24-Monats-Vertrages. Der Preis pro Quadratmeter berücksichtigt den Zugang zu öffentlichen Bereichen wie die Küche, die Business-Lounge und den Empfang. Die monatlichen Kosten beinhalten: Miete, Immobilienverwaltung, tägliche Reinigung, Möbel, Dekoration. Nur 2 Monate Kaution. Fotos nicht verbindlich.","Zürich, Kreis 9","(47.3830942, 8.4993578)",9,47.3830942, 8.4993578,
106,Lagerraum im Vertex in Oerlikon,Thurgauerstrasse 34,8052.0,Zürich,0.0,8.0,100.0,CHF,Neben dem Hallenstadion in Oerlikon im Vertex vermieten wir Lagerräume in diversen Grössen ab 5 m2. Impressionen und Infos zum Bau finden Sie unter http://vertex-zurich.ch/Haben wir Ihr Interesse geweckt? Rufen Sie uns unverbindlich an.BVK - Die Pensionskasse mit attraktiven Büroflächen in der ganzen Schweiz. Tagesaktuell auf bvk-immobilien.ch,"Zürich, Kreis 11","(47.4135658, 8.5513795)",1,47.4135658, 8.5513795,12.5
107,Lieben Sie Luxus? Dann werden Sie den Leutschentower lieben!,Leutschenbachstrasse 52,8050.0,Zürich,4.5,154.0,3875.0,CHF,"Wir vermieten nach Vereinbarung diese grosszügige 4.5-Zimmer-Traumwohnung an genialer und verkehrsgünstiger Lage in Oerlikon, die Ihnen unter anderem den folgenden Ausbaustandard zu bieten hat:- alle Wohnräume mit Eichenparkettboden- grosszügiger Wohn- und Essbereich- moderne Küche- mit Plattenboden- mit Glaskeramikherd- mit Geschirrspüler- mit Mikrowelle- modernes Badezimmer/WC- mit Badewanne- separates Badezimmer - mit Dusche- ganze Wohnung mit Bodenheizung- Loggia- Lift Die genaue Raumaufteilung entnehmen Sie bitte dem Grundriss.Ein Einstellplatz kann bei Bedarf (und Verfügbarkeit) für CHF 180.00 pro Monat dazu gemietet werden.Die Tramhaltestelle «Oerlikerhus», welche von den Tramlinien 10, 11 und 12 bedient werden, befindet sich nur ca. 3 Gehminuten von der Liegenschaft entfernt. Damit erreichen Sie den Bahnhof Oerlikon in weniger als 5 Minuten. Zu Fuss können Sie diese Strecke innert ca. 15 Minuten zurücklegen. Am Bahnhof Oerlikon stehen Ihnen regelmässige S-Bahn- und Bus-Verbindungen in alle Richtungen zur Verfügung.Neben diversen Einkaufsmöglichkeiten wie Migros, Coop, Denner, Lidl usw. bietet Ihnen das Zentrum von Oerlikon ebenfalls verschiedene Dienstleister wie Post, Kreisbüro oder Apotheke an. Im Einkaufszentrum Neumarkt ist auch die Migros Klubschule einquartiert, mit einem vielseitigem Kursangebot.Die Stadt im Kreis 11 hat auch in puncto Unterhaltung viel zu bieten. Das berühmte Hallenstadion ist nur 10 Minuten von Ihrem neuen Zuhause entfernt. Die Veranstaltungen reichen von Ausstellungen über Zirkus- und Showveranstaltungen, Konzerte und dem 6-Tage-Rennen bis hin zur Züspa. Auf dem Weg dorthin befindet sich ebenfalls das Theater 11.Das Angebot ist aber auch für Sportbegeisterte gross. In 15 Gehminuten erreichen Sie das Hallenbad, die Kunsteisbahn oder den Fussballclub Oerlikon. Das Activ Fitness ist sogar nur 500 Meter von der Liegenschaft entfernt.Weitere Informationen finden Sie auf www.leutschentower.ch.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht und kontaktieren Sie uns, um einen Besichtigungstermin zu vereinbaren. Wir freuen uns auf Sie!                        
                                    Zusatzinformationen im Web","Zürich, Kreis 11","(47.4165463, 8.5559079)",1,47.4165463, 8.5559079,25.162337662337663
108,Lagerräume im EG an zentraler Lage,Luegislandstrasse 261,8051.0,Zürich,0.0,307.0,100.0,CHF,"An äusserst zentraler und verkehrsgünstiger Lage, vermieten wir helle und ausgebaute Büro- oder Lagerräumlichkeiten. Die Liegenschaft ist mit den öffentlichen Verkehrsmitteln (Buslinie 63 und 94) in wenigen Minuten zu erreichen. Die Buslinie Nr. 94 bringt Sie direkt zum Bahnhof Oerlikon. Der Autobahnanschluss ist nur wenige Autominuten entfernt. Die bereits unterteilten Büroräume erlauben zahlreiche Nutzungsmöglichkeiten. Die Aufteilung entnehmen Sie bitte dem angehängten Grundrissplan. Die Räumlichkeiten sind mit einem Teppichboden ausgestattet. Die Küche sowie die WC-Anlagen gehören ausschliesslich zur vermietbaren Fläche.Der Mietzins beträgt monatlich CHF 3'328.35 Brutto. Es können diverse Aussenabstellplätze à CHF 50.00 monatlich dazu gemietet werden. Für nähere Informationen zu diesem Objekt sowie zur Vereinbarung eines unverbindlichen Besichtigungstermins vor Ort stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihren Anruf!","Zürich, Kreis 12","(47.4091833, 8.574215)",1,47.4091833, 8.574215,0.3257328990228013
109,Wohnen über den Dächern von Zürich im Kreis 4 - Mitten im Stadtzentrum,Kasernenstrasse 11,8004.0,Zürich,3.5,96.0,4890.0,CHF,"Charmante Dachwohnung mit eigener Terrasse (ca. 70 m2) über den Dächern von Zürich  Ab 1. Juli 2017 oder nach Vereinbarung vermieten wir direkt im Zentrum von Zürich eine wunderschöne   3.5-Zimmer-Dachwohnung im  5. OG   an zentraler Lage an der Kasernenstraße im Herzen von  Zürich.   Bus- und Tramhaltestellen sind direkt gegenüber.  Zwei Minuten zu Fuß zum HB Zürich und 10 Minuten zum Paradeplatz. Das über 100-jährige Stadthaus  wurde 2014/2015 neu renoviert und der neue repräsentative Dachstock ausgebaut. Mit dem Lift gelangen Sie direkt in die Wohnung und von dort führt eine innenliegende Treppe direkt auf die Terrasse über einen elektrisch zu öffnenden Dachausstieg. Diese lichtdurchflutete Wohnung lässt keine Wünsche offen und verfügt über folgende Vorzüge:    grosszügiger Wohn-/Essbereich mit ca. 36 m2offene Wohnküche mit Glaskeramikherd, Kühlschrank und separatem Tiefkühler, Backofen, Geschirrspüler und Granitabdeckung2 Schlafräume (ca. 13 m2 und 17 m2)Eichenparkett in allen ZimmernDusche mit Glaswand, WC, eigene Waschmaschine und Tumblerseparates Gäste-WCLift direkt in die Wohnung   Eigene Dachterrasse, ca. 70 m2 mit Holzboden lädt zum Geniessen und Verweilen ein (Kaltwasser- und Stromanschluss vorhanden)KellerabteilParkplatz  in der Tiefgarage direkt nebenan kann für CHF 310.00 dazu gemietet werden    Haben wir Ihr Interesse geweckt? Dann rufen Sie uns für weitere Informationen oder eine Besichtigung an. Wir freuen uns, Ihnen unser Bijou zeigen zu dürfen!","Zürich, Kreis 4","(47.3739459, 8.531882)",4,47.3739459, 8.531882,50.9375
110,Büroräume an zentraler Lage,Luegislandstrasse 261,8051.0,Zürich,0.0,307.0,100.0,CHF,"An äusserst zentraler und verkehrsgünstiger Lage, vermieten wir helle und ausgebaute Büroräumlichkeiten. Die Liegenschaft ist mit den öffentlichen Verkehrsmitteln (Buslinie 63 und 94) in wenigen Minuten zu erreichen. Die Buslinie Nr. 94 bringt Sie direkt zum Bahnhof Oerlikon. Der Autobahnanschluss ist nur wenige Autominuten entfernt. Die bereits unterteilten Büroräume erlauben zahlreiche Nutzungsmöglichkeiten. Die Aufteilung entnehmen Sie bitte dem angehängten Grundrissplan. Die Räumlichkeiten sind mit einem Teppichboden ausgestattet. Die Küche sowie die WC-Anlagen gehören ausschliesslich zur vermietbaren Fläche. Der Mietzins beträgt monatlich CHF 3'328.35 Brutto. Es können diverse Aussenabstellplätze à CHF 50.00 monatlich dazu gemietet werden.Für nähere Informationen zu diesem Objekt sowie zur Vereinbarung eines unverbindlichen Besichtigungstermins vor Ort stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihren Anruf!","Zürich, Kreis 12","(47.4091833, 8.574215)",1,47.4091833, 8.574215,0.3257328990228013
112,Lagerflächen in der Stadt Zürich,Badenerstr. 120,8004.0,Zürich,0.0,140.0,112.0,CHF,"In den Untergeschossen der Liegenschaft Badenerstr. 120/Wengistr. 1, welche sich mitten in der Stadt Zürich (Kreis 4) und 5 Minuten vom Bahnhof Wiedikon entfernt befindet, vermieten wir Lagerräume mit Flächen zwischen 130 m² bis 140 m².Es stehen sowohl Personen- als auch Warenaufzüge zur Verfügung, welche die Untergeschosse erschliessen.Die Netto-Mietzins beträgt zwischen CHF 112.00-118.00/m2 p.a.Bitte zögern Sie nicht, uns bei Fragen oder Unklarheiten zu kontaktieren. Für einen Besichtigungstermin stehen wir Ihnen gerne zur Verfügung.MIBAG Property Managers AG","Zürich, Kreis 4","(47.3744932, 8.5240393)",4,47.3744932, 8.5240393,0.8
113,Parkplatz im Freien,Höhenring 19,8052.0,Zürich,0.0,,60.0,CHF,Wir vermieten per sofort oder nach Vereinbarung einen Aussenparkplatz in der obgenannten Liegenschaft.Mietzins CHF 60.00 / MonatInteressiert? Wir freuen uns auf Ihre Kontaktaufnahme.,"Zürich, Kreis 11","(47.41945395, 8.54350071982721)",1,47.41945395, 8.54350071982721,
115,Lagerräume zu vermieten,Zurlindenstrasse 134,8003.0,Zürich,0.0,33.0,120.0,CHF,"Die Lagerräume sind 22, 33 und 41m2 gross. Geeignet als Archivräume, jedoch nicht für empfindliche Waren oder Akten (Feuchtigkeit). Bitte beachten Sie, das kein Warenlift vorhanden ist - die Anlieferung kann nur über die Treppe erfolgen (2. Untergeschoss).Ebenfalls nicht als Musikraum oder Fitnessraum nutzbar. Wir freuen uns auf Ihre Kontaktaufnahme.","Zürich, Kreis 3","(47.372195, 8.5180861)",3,47.372195, 8.5180861,3.6363636363636362
